Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
441,Johnathan Rodríguez,25,CLE,AL,-0.1,4,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-122,0,0,0,0,0,0,/7HD,,rodrijo10
442,Tyler Tolbert,27,KCR,AL,0.1,10,5,5,1,0,0,0,0,0,4,0,0,2,.000,.000,.000,.000,-100,.203,-120,0,0,0,0,0,0,/H87D49,,tolbety01
443,Ji Hwan Bae*,25,PIT,NL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-133,0,0,0,0,0,0,/7DH,,baeji01
444,Will Benson*,27,CIN,NL,-0.1,1,4,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-138,0,0,0,0,0,0,/7,,bensowi01
445,J.D. Davis,32,LAA,AL,-0.2,2,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-125,0,0,0,0,0,0,/35,,davisjd01
446,Nick Kurtz*,22,ATH,AL,0.0,1,4,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,45,.226,36,1,0,0,0,0,0,/3,,kurtzni01
447,Trey Lipscomb,25,WSN,NL,0.1,3,4,4,1,2,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,187,.428,180,2,0,0,0,0,0,/356H,,lipsctr01
448,Richie Palacios*,28,TBR,AL,0.2,1,4,4,1,3,1,0,0,0,1,0,0,0,.750,.750,1.000,1.750,408,.831,432,4,0,0,0,0,0,/79,,palacri01
449,Eddie Rosario*,33,LAD,NL,0.0,2,4,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,45,.226,38,1,0,0,0,0,0,/D,,rosared01
450,Cal Stevenson*,28,PHI,NL,0.0,3,4,4,0,1,0,0,0,1,0,0,0,0,.250,.250,.250,.500,41,.202,13,1,0,0,0,0,0,/8H,,steveca01
451,Will Wilson,26,CLE,AL,0.0,1,4,4,0,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,47,.226,41,1,0,0,0,0,0,/5,,wilsowi03
452,Vidal Bruján#,27,CHC,NL,0.0,4,3,3,1,1,1,0,0,0,1,1,0,2,.333,.333,.667,1.000,176,.337,179,2,0,0,0,0,0,/H5D,,brujavi01
453,Dominic Canzone*,27,SEA,AL,-0.1,2,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-112,0,0,0,0,0,0,/H9,,canzodo01
454,Hunter Feduccia*,28,LAD,NL,0.0,2,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,6,.233,44,0,0,0,0,0,0,/H3,,feduchu01
455,Nick Gonzales,26,PIT,NL,0.1,1,3,3,1,1,0,0,1,2,0,0,0,2,.333,.333,1.333,1.667,339,.684,359,4,0,0,0,0,0,/4,,gonzani01
456,Nick Ahmed,35,TEX,AL,-0.1,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-118,0,1,0,0,0,0,/6,,ahmedni01
457,Greg Jones#,27,CHW,AL,0.0,3,2,2,0,0,0,0,0,0,1,0,0,2,.000,.000,.000,.000,-100,.127,-118,0,0,0,0,0,0,/H9,,jonesgr02
458,Josh Lowe*,27,TBR,AL,0.2,1,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,195,.451,205,1,0,0,0,0,0,/9,,lowejo01
459,Weston Wilson,30,PHI,NL,0.0,1,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,182,.453,195,1,0,0,0,0,0,/7,,wilsowe01
460,Dairon Blanco,32,KCR,AL,,3,1,1,2,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,-100,1.415,545,0,0,0,0,0,0,/H,,blancda02
461,Ryne Nelson,27,ARI,NL,0.0,1,1,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,462,.906,527,1,0,0,0,0,0,/1H,,nelsory01
462,Colin Rea,34,CHC,NL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/1,,reaco01
463,Jorge Barrosa#,24,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/DH,,barrojo01
464,Jake Bird,29,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,birdja01
465,Angel Chivilli,22,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,chivian01
466,Ryan Helsley,30,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,helslry01
467,Jeff Hoffman,32,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hoffmje02
468,Drey Jameson,27,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,jamesdr01
469,Joe Mantiply,34,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,mantijo01
470,Justin Martínez,23,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,martiju01
471,Phil Maton,32,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,matonph01
472,Shelby Miller,34,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,millesh01
473,Andre Pallante,26,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,pallaan01
474,A.J. Puk*,30,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,pukaj01
475,Nick Sandlin,28,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,sandlni01
476,Tanner Scott,30,LAD,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,scottta01
477,Ryan Thompson,33,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,thompry02
